audit_record_id,review_paper_id,status,seed_specific_relevance,primary_contribution_route,secondary_contribution_route,supporting_source_span,confidence,notes
2838185d2c627970294f93bb,57029ccb54d32343c214a2d6,PENDING_HUMAN_REVIEW,,,,,,
a08393e63ea74e46ff4120d4,66732183f9df63b921686c02,PENDING_HUMAN_REVIEW,,,,,,
2f4e91e9de36d733c2fe92fd,1feaa638b32e484b10046719,PENDING_HUMAN_REVIEW,,,,,,
b36b70dcae2f5a1357a0e6b2,0c142d2ede77a49a21760547,PENDING_HUMAN_REVIEW,,,,,,
eb8c6d35587d56946daa332c,f473b37afaf010fd0b27e771,PENDING_HUMAN_REVIEW,,,,,,
1747b5c118736534c1c846c7,e82c53f6c44519b15a941119,PENDING_HUMAN_REVIEW,,,,,,
d8816b8b5a94dca17f500e9b,24d086606b3100e196533458,PENDING_HUMAN_REVIEW,,,,,,
afa1ac4e56cd444318921653,15581f8872b56c61adf6fa83,PENDING_HUMAN_REVIEW,,,,,,
17837d0400aa8aeb4199c0ea,aab0c4e94114d593be4bbf24,PENDING_HUMAN_REVIEW,,,,,,
99b84b6ec2832e193bb860b7,eaa9f4e26f372e1c8612a526,PENDING_HUMAN_REVIEW,,,,,,
7f624d3d6c3ab4c2babc9128,55d4cfe09b5f77c347f6083e,PENDING_HUMAN_REVIEW,,,,,,
105d574b10e94193f829fe9c,26f24ff09dc82dfee9624d31,PENDING_HUMAN_REVIEW,,,,,,
2219c1c76aa8c9243b27a09c,fd08355d713eaaea61bda3d0,PENDING_HUMAN_REVIEW,,,,,,
d3309fea275eafc1286444d0,8ca5d3de8b0b64c6f78aabbf,PENDING_HUMAN_REVIEW,,,,,,
b6997d3c06d52a006101563a,c2976db8b02e84210b9c710b,PENDING_HUMAN_REVIEW,,,,,,
6c52d8da00b361f8af5766b9,33d5619ba9a2f8f341c95f25,PENDING_HUMAN_REVIEW,,,,,,
3af17b234c2e0d06b33507ea,acdd21eef5fccf7c546c5c0d,PENDING_HUMAN_REVIEW,,,,,,
85439cdc305c43534587e2f3,d4e57e5f6cca4ff7a81fe9e7,PENDING_HUMAN_REVIEW,,,,,,
f34879ca9e032b0454d3f048,4b6a0d8324c25c43bb6a100f,PENDING_HUMAN_REVIEW,,,,,,
f50986f30edbbff134e9f93b,1b5b0f606af501548a9e7fd4,PENDING_HUMAN_REVIEW,,,,,,
f205b956c913526f7c2b9a26,bcff051c10b27e38eecfd38e,PENDING_HUMAN_REVIEW,,,,,,
31e0bb2b8932b1f8315b8bf5,330ea925a5fa49defb6d6e09,PENDING_HUMAN_REVIEW,,,,,,
81116fcd23a614d99ccebffc,dbc6a81e82e591b43912bff9,PENDING_HUMAN_REVIEW,,,,,,
97057804635f19b5fd43726c,a9e0f489013fb9d536dcfc42,PENDING_HUMAN_REVIEW,,,,,,
b3c1e2c3fd43a966f1dedf32,bd3e6722373d4b8bee37401d,PENDING_HUMAN_REVIEW,,,,,,
1f9662a23f4e8c16c0a58bcb,2c02d485cec0735f0c2b8bf4,PENDING_HUMAN_REVIEW,,,,,,
63564ec63d553c6d80d031e4,ad4431a844d53f7783049496,PENDING_HUMAN_REVIEW,,,,,,
edfc8f382f61f8a1a38347fe,3a181159e3a739914422ae18,PENDING_HUMAN_REVIEW,,,,,,
33a9e5d97bbc081d170db393,eaf9ed2ede6f17d42a92fe03,PENDING_HUMAN_REVIEW,,,,,,
0eb07e7f6cceee4e72894e28,ce92c16db158ebefe4591afb,PENDING_HUMAN_REVIEW,,,,,,
a71cb435b17dfdc755e846c6,11b75fb3697d5d094b852321,PENDING_HUMAN_REVIEW,,,,,,
71fa03c84c57d9a925c50722,75f0da9bfc6448ee655e4a86,PENDING_HUMAN_REVIEW,,,,,,
975bb4c7df89af135e285e21,3b25e65dcb72c6b7be9cc3f6,PENDING_HUMAN_REVIEW,,,,,,
99e99614b73f5a22078f5eb1,3af6ff2dad53fa24093a2259,PENDING_HUMAN_REVIEW,,,,,,
8541c7b302e77fb09bfd747a,7ed4b13ed1b5872862278103,PENDING_HUMAN_REVIEW,,,,,,
966ee1e10da5d76814a5a9da,cdddfca1c3cd7ddd6825b659,PENDING_HUMAN_REVIEW,,,,,,
fa5b171e0cadca517dd61497,d4e57e5f6cca4ff7a81fe9e7,PENDING_HUMAN_REVIEW,,,,,,
bba19996c49439492d995fc6,970a3f504cd10cf42829e19b,PENDING_HUMAN_REVIEW,,,,,,
d570da864cc81398eae54213,67f0a5d125d216be1fc34c74,PENDING_HUMAN_REVIEW,,,,,,
be7cafd0c67c139e38c33517,b7d675d51c35b1054ae33003,PENDING_HUMAN_REVIEW,,,,,,
944cbfa7b42194951234081f,ba722211dc1c3ab5e0550cad,PENDING_HUMAN_REVIEW,,,,,,
ef77aad34c31dda9e6f26bf7,e6882f8320f140fe3ea9ff92,PENDING_HUMAN_REVIEW,,,,,,
463c7c2b8ac1e6dc9c0f3072,dbe72ec967465e009bfe2147,PENDING_HUMAN_REVIEW,,,,,,
fb9d21d0c4a8ba083806c76d,937cebfd4a5e2e868df2ab00,PENDING_HUMAN_REVIEW,,,,,,
ca79ee8c6d660ff3c7b6ba8a,3b25e65dcb72c6b7be9cc3f6,PENDING_HUMAN_REVIEW,,,,,,
b30f63850f3e9975679ad20d,707370afa08068f85f4ca430,PENDING_HUMAN_REVIEW,,,,,,
393c3a8c621953cfbc7ff567,6836de865e40ac1df108ebec,PENDING_HUMAN_REVIEW,,,,,,
daff17531a5dcb5367f859b2,db0b5bf648299a57a8d0a313,PENDING_HUMAN_REVIEW,,,,,,
ab7144e73c971e17c844f0b7,eaf9ed2ede6f17d42a92fe03,PENDING_HUMAN_REVIEW,,,,,,
c00e73397ebc049971c8352a,65e4937d9f5954f5b21286eb,PENDING_HUMAN_REVIEW,,,,,,
1982ec9ebadeb7f3e76b9757,2537eb377cd60cd54f52635e,PENDING_HUMAN_REVIEW,,,,,,
c66baca896712407cef1448a,7a389fe9d0fdc8a6a95ed1d8,PENDING_HUMAN_REVIEW,,,,,,
0fdd9f1416669cb6d4713611,d43429c20db65ca22085cd5d,PENDING_HUMAN_REVIEW,,,,,,
235c661e12e3448da7fdae4c,088c229797fa8e4efd64854b,PENDING_HUMAN_REVIEW,,,,,,
ff46124984908bf586c38c30,c3a9cd59f63c4f9a51a8475d,PENDING_HUMAN_REVIEW,,,,,,
aac7a63152bbdd59a5aed2eb,f1fcad225048ce0ab4c71e71,PENDING_HUMAN_REVIEW,,,,,,
b0e258f75f8e921adc005fc5,d0cbd4b00b0fe7e79f90b9b8,PENDING_HUMAN_REVIEW,,,,,,
48aa1a7358ea4b54abc54b2d,c6f8120a9b0c644a2ce352d4,PENDING_HUMAN_REVIEW,,,,,,
fe437141cc3a76b409a9bd94,11b75fb3697d5d094b852321,PENDING_HUMAN_REVIEW,,,,,,
5ff6e4c8b662faf2e1978c73,e4926c9f0e607ba8f234805b,PENDING_HUMAN_REVIEW,,,,,,
b3b4eee7c266282bf4393bc7,1ca4017792f4818208123939,PENDING_HUMAN_REVIEW,,,,,,
cc71fa44d845e1063c813b38,d205c3e46dce5cc86eff21ec,PENDING_HUMAN_REVIEW,,,,,,
edf676e136dd516cae4259ba,7f421499c3a025b9e671ac21,PENDING_HUMAN_REVIEW,,,,,,
7d161e8a0d350397984de708,a03116635b4129b0ffd82147,PENDING_HUMAN_REVIEW,,,,,,
685a0068ae7abf8d6bc7940b,e0e36e84958e55e5bf3d46dc,PENDING_HUMAN_REVIEW,,,,,,
0710597e0cb4a82493c636f5,cf7f9a4fbbc9646dc2de7277,PENDING_HUMAN_REVIEW,,,,,,
bb80f96ff59e43aa143ee281,568167559c96c6496d62c5fa,PENDING_HUMAN_REVIEW,,,,,,
fc14fde70a2ff5305d0bfae5,7e88403ffdc59fcbf984f1e5,PENDING_HUMAN_REVIEW,,,,,,
50254278456ff3831914601a,d9395fa9d29a19bb41d92124,PENDING_HUMAN_REVIEW,,,,,,
616cc2ab66d331c0f5ea70d1,a8f691db5d55ac70968d6319,PENDING_HUMAN_REVIEW,,,,,,
1863d7f0cfaeb6315c3ea55a,3647203398c3cdc768d0bcf9,PENDING_HUMAN_REVIEW,,,,,,
8d1eb6f80e0c7ea370dac6ee,5ee3d6c49fd2934da27b2600,PENDING_HUMAN_REVIEW,,,,,,
b00b5e27ba5229d4ec6ef38d,a9118c758eac09ddd10e8b66,PENDING_HUMAN_REVIEW,,,,,,
e8f1ca6a666ec0542d1901f0,27072a3fe83fa64d642e7f2b,PENDING_HUMAN_REVIEW,,,,,,
c2b2851f39b041b488af3f77,e9fa92e080693079391dcbbe,PENDING_HUMAN_REVIEW,,,,,,
b8d790e37252e8960a9e2727,eb7a2a855e508b063e2c1862,PENDING_HUMAN_REVIEW,,,,,,
2f65509b5a9e57e8b6de3338,873be8efaaa8d136ec293295,PENDING_HUMAN_REVIEW,,,,,,
118dad05ef903a641a9ad432,b2afc7c6589da69d6b675562,PENDING_HUMAN_REVIEW,,,,,,
1a28533a2f443f5976e81f4c,4ac54006aef1ac2625cb1e90,PENDING_HUMAN_REVIEW,,,,,,
fb09ba6e11fa6854b699e432,50c539197943b74b65216fb7,PENDING_HUMAN_REVIEW,,,,,,
4a86c25b92305a09e0569e91,ce0cec6d0b528d491359f13d,PENDING_HUMAN_REVIEW,,,,,,
2c977ed18bfb46bbb254c4b8,3db31a5e9fd4c3b6d2c058f9,PENDING_HUMAN_REVIEW,,,,,,
a9188b164e768807e9783094,b856cca9aef4d363fa71abe0,PENDING_HUMAN_REVIEW,,,,,,
aec9cd3acef7d5c563f1a4b1,babf5c8f72054ea225912c6c,PENDING_HUMAN_REVIEW,,,,,,
363b89b4280d8a59e2f8a3a1,10c5c491cf684732fb2998a8,PENDING_HUMAN_REVIEW,,,,,,
75b64b681c1b06d769071999,f488c91b695ba6194ade4ad5,PENDING_HUMAN_REVIEW,,,,,,
ae796060c66c6a2e770c34cb,8db4d197fe0d4f011751e04b,PENDING_HUMAN_REVIEW,,,,,,
d9d82cacaf465b26c3e7fe62,35b5cd8c779bf3d132891698,PENDING_HUMAN_REVIEW,,,,,,
a22b6088773ad67a5c6466cf,529a273993f431b826c99261,PENDING_HUMAN_REVIEW,,,,,,
3fc792a926aa7cc8dc29e7e0,33982dabef86f13b389c7496,PENDING_HUMAN_REVIEW,,,,,,
06e250066759098565635c07,196b165489dacd2b2d27e00d,PENDING_HUMAN_REVIEW,,,,,,
470ce56204475e4e1bf60392,8ebaa814ffbdc4a809ebd7d2,PENDING_HUMAN_REVIEW,,,,,,
2d69aef0f8ac5d77a927cb2c,71a8b6f43f2e32b6ca1c0d8c,PENDING_HUMAN_REVIEW,,,,,,
db356a6e9ed1549549fdff80,18b27f6f12c1a26ed3bd6204,PENDING_HUMAN_REVIEW,,,,,,
78ee656e82342987e837addf,0d5ee35a266953a558504dda,PENDING_HUMAN_REVIEW,,,,,,
e6f577392c2c9ecdcab8dd3e,0c142d2ede77a49a21760547,PENDING_HUMAN_REVIEW,,,,,,
2de415fd5fc98277154b3a3f,d11558e2a8fc222b254d51f6,PENDING_HUMAN_REVIEW,,,,,,
56bd5a5d492f569210e4500c,80ae0daa816309dc8f849796,PENDING_HUMAN_REVIEW,,,,,,
d428ff13f05c10e6d8fd3696,c9674da0506e440d06751024,PENDING_HUMAN_REVIEW,,,,,,
9be08ef7ebb478da0fff622b,67e63d9f73649613f0d0a6c1,PENDING_HUMAN_REVIEW,,,,,,
ba7f38a9921c3db837233a21,b19cff88f26666faf5d80698,PENDING_HUMAN_REVIEW,,,,,,
0531ac748957d05acde8b3c7,3084f3e0126bbdf73d60d629,PENDING_HUMAN_REVIEW,,,,,,
772c1724564da7261f7e6d52,5b9eddf7ab9c6342bf6eb89d,PENDING_HUMAN_REVIEW,,,,,,
10b9caa9dc493b9fa3764329,2b337c9d206a8fde27f644fc,PENDING_HUMAN_REVIEW,,,,,,
b36e36d4f6b12de171937a56,a89be1f364b0c4deedc0db57,PENDING_HUMAN_REVIEW,,,,,,
277ab4ad193fa424df3829fc,c017fea7052129a0d64b85ec,PENDING_HUMAN_REVIEW,,,,,,
150c12f60baa265a341961a8,f39a5bd8495d11fff6c582fb,PENDING_HUMAN_REVIEW,,,,,,
48a0d31a21547f6218d2d3ac,98019d5526a86898bd5d0d7b,PENDING_HUMAN_REVIEW,,,,,,
8a99e66f2109dd692ec08f89,7614aa687b9a4baef3170c78,PENDING_HUMAN_REVIEW,,,,,,
23c7f2dd912ad54584cb7360,869f47a3453a279e80a9d297,PENDING_HUMAN_REVIEW,,,,,,
b22e4f115e846b1d686d8866,eaf9ed2ede6f17d42a92fe03,PENDING_HUMAN_REVIEW,,,,,,
0d93994d0bf2d1c27892f88d,970a3f504cd10cf42829e19b,PENDING_HUMAN_REVIEW,,,,,,
dcf894de4076350951e0a3ea,67f0a5d125d216be1fc34c74,PENDING_HUMAN_REVIEW,,,,,,
d115062698ab34299401dec4,9253e8728ef1259d926d718c,PENDING_HUMAN_REVIEW,,,,,,
05609a0d4eb9cc01f23ddb5c,d4e57e5f6cca4ff7a81fe9e7,PENDING_HUMAN_REVIEW,,,,,,
8d06b51b83ef27be3d093395,820c80d65459d9c605205ffe,PENDING_HUMAN_REVIEW,,,,,,
f44b5bbb8eb32b8aa107564b,83a946d3299de71c180dccb1,PENDING_HUMAN_REVIEW,,,,,,
b9af6de6d54a33abd3f7475f,31111aa80a2b99d27b5a20d3,PENDING_HUMAN_REVIEW,,,,,,
d3d9cb9ff196d53d461e5c27,5b24c682ce2e4685c388e44e,PENDING_HUMAN_REVIEW,,,,,,
d1e629563c9c135b2047a92e,5dd098990069464938934d8b,PENDING_HUMAN_REVIEW,,,,,,
726446b619efe0072b2dadbd,f64787037d14efb1e3838d03,PENDING_HUMAN_REVIEW,,,,,,
c3fe394ce8dfe4f0908df55b,56bde220dd7d4c5987ae51f7,PENDING_HUMAN_REVIEW,,,,,,
f479cccc3c6f1f53ba941690,f473b37afaf010fd0b27e771,PENDING_HUMAN_REVIEW,,,,,,
b1fc40cd17d8b1624c260fb9,c5c87a02504a206f00078d03,PENDING_HUMAN_REVIEW,,,,,,
206becfb146a07660e12b032,24f67788a84b9b211fddc09d,PENDING_HUMAN_REVIEW,,,,,,
35fc3b541bf3d6d043ca085f,b976c5c720af261f545b9b23,PENDING_HUMAN_REVIEW,,,,,,
4b308489f377d500ed1b38be,101fff4325f50132dd14956d,PENDING_HUMAN_REVIEW,,,,,,
9e7d1bd7273f61ebc78580b5,30d922cc8718841089a11e60,PENDING_HUMAN_REVIEW,,,,,,
d849690539eb71b40b8b4dfd,9309f2b61d324fcb998abf51,PENDING_HUMAN_REVIEW,,,,,,
615c2769a77b0abe812301aa,37e181ef5327c8abbeb9cff4,PENDING_HUMAN_REVIEW,,,,,,
14ee831a85cf40ca3d3b550c,2b27be5599663724e63211b1,PENDING_HUMAN_REVIEW,,,,,,
9207706d508195e7e598158a,d0cbd4b00b0fe7e79f90b9b8,PENDING_HUMAN_REVIEW,,,,,,
6cdeb1074e8ad392a08f8342,36bde83ab90006c944449352,PENDING_HUMAN_REVIEW,,,,,,
d0a5e5c1211005ab1a3d6990,e82c53f6c44519b15a941119,PENDING_HUMAN_REVIEW,,,,,,
7a18e5bcd523f1646ee08c6a,acdd21eef5fccf7c546c5c0d,PENDING_HUMAN_REVIEW,,,,,,
f566c1efbe69e315dce13278,7ed4b13ed1b5872862278103,PENDING_HUMAN_REVIEW,,,,,,
3d16ba0dccfffb311dc99998,7d05b61dcb73f8b5662a4d33,PENDING_HUMAN_REVIEW,,,,,,
fc1b22f50223132e12987502,eaf9ed2ede6f17d42a92fe03,PENDING_HUMAN_REVIEW,,,,,,
e4eaa85d0e6fccaf09191400,7478fa28eab5ad9fc4b13ba9,PENDING_HUMAN_REVIEW,,,,,,
8207f8a5f3955b1652291f76,0a511258f7ce4b2c165e2831,PENDING_HUMAN_REVIEW,,,,,,
ea74b572ab9213ce9688d994,1443f1c4c0393ef9852ba478,PENDING_HUMAN_REVIEW,,,,,,
ca022dc7eb22c09886ab7fd4,99bcf7cd9a8c2c31fba87859,PENDING_HUMAN_REVIEW,,,,,,
e861df0e78b0c7b8b840ea3f,3273eaa2f70a0b36d3a9b124,PENDING_HUMAN_REVIEW,,,,,,
cb7965a8cf0893dbf2637612,6bbbab253bfd1cfcfd4363ea,PENDING_HUMAN_REVIEW,,,,,,
c8ef17b0ece2961f2f5208fd,251ba91c43e347a3d1ec015b,PENDING_HUMAN_REVIEW,,,,,,
43d958ba34b7ba8af88b27e3,c829ef596dfc6a7d4a7d59c4,PENDING_HUMAN_REVIEW,,,,,,
0279759c5153e2515d747491,2ca87e856c4c49e2b9e3c94b,PENDING_HUMAN_REVIEW,,,,,,
f50a9b1b543000be77c39836,6836de865e40ac1df108ebec,PENDING_HUMAN_REVIEW,,,,,,
ff8c1bd133c94e1cf35f1b7c,046e3c50af1cc3940546cde3,PENDING_HUMAN_REVIEW,,,,,,
966a27846ab6043e42e22317,15581f8872b56c61adf6fa83,PENDING_HUMAN_REVIEW,,,,,,
87dc10039898b75941fdba85,aeba0d5a1d1a1a504028e56d,PENDING_HUMAN_REVIEW,,,,,,
4a4ef08b8171a607d7fbcfc8,d43429c20db65ca22085cd5d,PENDING_HUMAN_REVIEW,,,,,,
500b5f43843ca4a8e885e3de,06c76e93c1bb82560c1a763b,PENDING_HUMAN_REVIEW,,,,,,
3e6d123512e1a5ee8e923792,ad8a1b730c1d044bb9ed7c9c,PENDING_HUMAN_REVIEW,,,,,,
f2659006955e0044f1f9c18b,426076768009414130ed99df,PENDING_HUMAN_REVIEW,,,,,,
334394e6ebc1c2f539a400ae,e7f44f34e42cb87c49f9a967,PENDING_HUMAN_REVIEW,,,,,,
6557f3e288e300fcd2f28155,a9118c758eac09ddd10e8b66,PENDING_HUMAN_REVIEW,,,,,,
dfff9d99d913ded54c1938a1,4580519d82610c9d7d9d611e,PENDING_HUMAN_REVIEW,,,,,,
1a60c4db4199bab796106da8,09f58ed4a60bd515c0bef9df,PENDING_HUMAN_REVIEW,,,,,,
026fcf96459b5a2779b247c6,f1dd8b710df42d4b1b1e9a81,PENDING_HUMAN_REVIEW,,,,,,
02136e460ec2b623d17e33ad,8241dea089eb329e0c49bf82,PENDING_HUMAN_REVIEW,,,,,,
3571fde785f066f29581b650,12675e1721e22a6eaf094e02,PENDING_HUMAN_REVIEW,,,,,,
0bc8abbd8ce042bf02a5c35b,b326f2d62a95aad683d52939,PENDING_HUMAN_REVIEW,,,,,,
